date;ticker;avg_cap_floating;avg_market_cap;close;monthly_return;monthly_volume;monthly_volume_usd;stock
2016-09;900902;1902457609.36;7650280088.06;1.223;0.4073647871116226;6795545.0;8178995.0;市北B股
2016-09;900903;4037820127.85;11920361391.9;0.755;-0.38266557645134913;10078440.0;7579913.0;大众Ｂ股
2016-09;900904;631483455.235;6159766819.67;1.727;1.2874172185430464;1920675.0;3331607.0;神奇B股
2016-09;900905;4959776023.19;12594390778.7;3.605;1.0874348581354951;7435471.0;26355531.0;老凤祥Ｂ
2016-09;900908;2191142435.33;6232381590.97;0.807;-0.7761442441054092;14968612.0;11968260.0;氯碱Ｂ股
2016-09;900909;1824835400.96;15894540884.9;1.124;0.3928128872366792;7428006.0;8260907.0;华谊B股
2016-09;900910;1504954059.88;4587956279.13;0.793;-0.2944839857651246;24424202.0;19896401.0;海立Ｂ股
2016-09;900911;2941040974.09;12128402224.1;1.618;1.0403530895334177;5658007.0;9137101.0;金桥Ｂ股
2016-09;900912;2397531742.32;13572344905.6;1.79;0.10630407911001227;3521782.0;6217637.0;外高Ｂ股
2016-09;900913;883204805.048;8728800690.79;1.205;-0.3268156424581006;2167482.0;2572286.0;国新B股
2016-09;900914;1838126116.11;6295738852.05;1.709;0.41825726141078845;4497293.0;7438693.0;锦投Ｂ股
2016-09;900915;1213850824.03;4673491561.11;2.177;0.27384435342305435;2392311.0;5038161.0;中路Ｂ股
2016-09;900916;1070376552.96;2508766448.1;0.934;-0.5709692237023427;10390635.0;9874205.0;凤凰B股
2016-09;900917;2605134876.72;6706924566.66;0.832;-0.1092077087794433;26633532.0;22551626.0;海欣Ｂ股
2016-09;900918;905340609.657;4514226532.58;0.723;-0.13100961538461542;10032837.0;7200323.0;耀皮Ｂ股
2016-09;900919;1404104337.12;2897027016.15;0.61;-0.15629322268326418;9966600.0;6070152.0;绿庭B股
2016-09;900920;2040187139.45;5128257805.56;0.886;0.45245901639344277;10955848.0;9635148.0;上柴Ｂ股
2016-09;900921;763596418.803;3067964561.8;0.59;-0.3340857787810384;7109542.0;4213354.0;丹科Ｂ股
2016-09;900922;456474431.508;1880563119.71;1.401;1.3745762711864407;5120170.0;7243276.0;三毛B股
2016-09;900923;1749935349.98;17372636218.1;1.458;0.04068522483940029;6368861.0;9173449.0;百联Ｂ股
2016-09;900924;1767632024.9;3975115351.33;1.085;-0.25582990397805216;11411001.0;12189265.0;上工Ｂ股
2016-09;900925;3161143387.69;14951443943.9;2.189;1.0175115207373273;7259924.0;15787606.0;机电Ｂ股
2016-09;900926;2875729725.44;9844462090.68;1.882;-0.14024668798538154;11474481.0;21525810.0;宝信Ｂ
2016-09;900927;651337879.709;3236122482.15;0.977;-0.4808714133900106;13176662.0;13091836.0;物贸Ｂ股
2016-09;900928;1197848289.05;10007703080.6;1.674;0.713408393039918;8021207.0;13222691.0;临港B股
2016-09;900929;1713290092.8;3441020365.6;3.887;1.3219832735961767;1491527.0;5779114.0;锦旅Ｂ股
2016-09;900930;1404387379.2;4301221468.7;1.685;-0.566503730383329;6032291.0;9689005.0;沪普天Ｂ
2016-09;900932;10089460652.5;36977873291.6;1.647;-0.022551928783382857;30452008.0;50773206.0;陆家Ｂ股
2016-09;900933;2250097213.44;6420886176.28;0.642;-0.6102003642987249;13612928.0;8904208.0;华新Ｂ股
2016-09;900934;2702508057.6;16595070178.0;2.594;3.0404984423676007;5840450.0;14514363.0;锦江Ｂ股
2016-09;900936;2633827392.0;6471690163.2;0.939;-0.6380107941403238;19137900.0;18578450.0;鄂资Ｂ股
2016-09;900937;1506005920.57;6856075024.42;0.522;-0.4440894568690096;9364931.0;4826763.0;华电Ｂ股
2016-09;900938;1433223808.8;12740812842.1;0.658;0.26053639846743293;23283739.0;15324449.0;天海B
2016-09;900939;1166582912.0;2406077256.0;1.985;2.0167173252279635;6823506.0;13327446.0;汇丽B
2016-09;900940;1182474863.66;11969677856.4;0.891;-0.5511335012594458;4122256.0;3680168.0;大名城B
2016-09;900941;1536699840.0;6433650324.63;0.767;-0.13916947250280587;11840453.0;9065831.0;东信Ｂ股
2016-09;900942;2223786988.8;7101863319.36;1.423;0.8552803129074316;27118582.0;40721648.0;黄山Ｂ股
2016-09;900943;816901888.0;2481339484.8;1.529;0.07449051300070275;7756792.0;11758600.0;开开Ｂ股
2016-09;900945;1593882809.82;52556933931.7;0.646;-0.5775016350555919;3429136.0;2205504.0;海航Ｂ股
2016-09;900946;826385216.0;3491719848.12;0.538;-0.16718266253869962;7255489.0;3913879.0;天雁B股
2016-09;900947;5459387993.58;14777352248.3;0.504;-0.06319702602230493;23167576.0;11595129.0;振华Ｂ股
2016-09;900948;7024180838.4;17211395796.2;0.792;0.5714285714285714;119962954.0;101800823.0;伊泰Ｂ股
2016-09;900951;884220160.0;2431605440.0;1.324;0.6717171717171717;6127314.0;7946849.0;大化B股
2016-09;900952;800540808.825;7194191711.84;0.538;-0.5936555891238671;4874151.0;2601895.0;锦港Ｂ股
2016-09;900953;2009931264.0;5359816704.0;1.254;1.3308550185873607;7132330.0;8765930.0;凯马Ｂ
2016-09;900955;1339954176.0;5292818995.2;0.608;-0.5151515151515151;20244774.0;13023869.0;海创B股
2016-09;900956;1521439696.0;3109028944.0;1.981;2.2582236842105265;6333627.0;12104295.0;东贝Ｂ股
2016-09;900957;1618363315.2;3069613027.2;1.317;-0.33518425037859667;8400043.0;10730563.0;凌云Ｂ股
2016-10;900901;1680773374.15;7601682631.81;0.855;-0.35079726651480636;15368269.0;12375820.0;云赛Ｂ股
2016-10;900902;1863575904.96;7493926575.89;1.194;0.39649122807017534;9292525.0;10402455.0;市北B股
2016-10;900903;4051363367.38;11960343437.8;0.755;-0.36767169179229475;16246646.0;11665421.0;大众Ｂ股
2016-10;900904;642773508.273;6269894952.91;1.752;1.3205298013245033;2950364.0;5003798.0;神奇B股
2016-10;900905;4882543079.34;12398272673.5;3.537;1.018835616438356;6837287.0;23471864.0;老凤祥Ｂ
2016-10;900907;1198056135.07;8703034920.63;0.741;-0.7905004240882103;76466771.0;56889501.0;鼎立Ｂ股
2016-10;900908;2198491739.14;6253285602.06;0.807;0.08906882591093135;18765013.0;14667809.0;氯碱Ｂ股
2016-10;900909;1816295395.2;15820156383.9;1.115;0.3816604708798017;7630821.0;8274253.0;华谊B股
2016-10;900910;1588072533.55;4841348680.48;0.834;-0.252017937219731;14010298.0;11295198.0;海立Ｂ股
2016-10;900911;2908958151.25;11996097579.9;1.595;0.9124700239808154;6637212.0;10340393.0;金桥Ｂ股
2016-10;900912;2334346823.95;13214657251.3;1.737;0.08902821316614418;4342588.0;7326173.0;外高Ｂ股
2016-10;900913;867781948.673;8576375071.48;1.18;-0.3206678180771446;2714824.0;3183736.0;国新B股
2016-10;900914;1750404096.28;5995283446.09;1.622;0.3745762711864409;7214826.0;10728560.0;锦投Ｂ股
2016-10;900915;1128410230.46;4344533599.3;2.017;0.2435265104808877;3512851.0;6632529.0;中路Ｂ股
2016-10;900916;1129159848.96;2646543719.39;0.982;-0.5131383242439267;10044964.0;9477676.0;凤凰B股
2016-10;900917;2755248080.34;7093391287.5;0.877;-0.10692464358452136;31239001.0;26776900.0;海欣Ｂ股
2016-10;900918;900838809.609;4491779571.73;0.717;-0.18244013683010263;8170549.0;5618461.0;耀皮Ｂ股
2016-10;900919;1411123369.85;2911509079.14;0.611;-0.14783821478382142;23836077.0;14512809.0;绿庭B股
2016-10;900920;2028546782.6;5098998356.9;0.878;0.43698854337152215;14813248.0;12447749.0;上柴Ｂ股
2016-10;900921;781740461.441;4100538427.69;0.602;-0.3143507972665148;10383481.0;6169060.0;丹科Ｂ股
2016-10;900922;468793628.836;1931315202.54;1.434;1.382059800664452;5664395.0;7854093.0;三毛B股
2016-10;900923;1730515432.94;17179843293.3;1.437;0.0020920502092049986;8495593.0;11808259.0;百联Ｂ股
2016-10;900924;1775195452.08;3992124262.16;1.086;-0.24425887265135693;15913914.0;16961296.0;上工Ｂ股
2016-10;900925;3141318270.2;14857675931.3;2.168;0.996316758747698;7964381.0;16918374.0;机电Ｂ股
2016-10;900926;2894574059.52;9908971745.68;1.888;-0.12915129151291527;11221273.0;20220431.0;宝信Ｂ
2016-10;900927;682285548.209;3389883608.17;1.02;-0.4597457627118644;13344866.0;13131422.0;物贸Ｂ股
2016-10;900928;1141557300.58;9537406880.4;1.59;0.5588235294117647;6800126.0;10290981.0;临港B股
2016-10;900929;1758397132.8;3531614622.77;3.976;1.50062893081761;2888538.0;10977162.0;锦旅Ｂ股
2016-10;900930;1317945507.84;4036475688.16;1.576;-0.6036217303822937;6550362.0;9673910.0;沪普天Ｂ
2016-10;900932;10184766778.4;37327170242.7;1.657;0.05139593908629436;16617364.0;26584641.0;陆家Ｂ股
2016-10;900933;2384241131.52;6803679783.63;0.678;-0.5908267954133977;40317475.0;28536923.0;华新Ｂ股
2016-10;900934;2515051468.8;15443970836.1;2.406;2.5486725663716814;7034727.0;15839968.0;锦江Ｂ股
2016-10;900936;2791821312.0;6859903795.2;0.992;-0.5876974231088945;22621616.0;23146755.0;鄂资Ｂ股
2016-10;900937;1490793990.9;6786822885.59;0.515;-0.4808467741935484;14402650.0;7292562.0;华电Ｂ股
2016-10;900938;1464256469.18;13016681352.9;0.67;0.30097087378640786;29144870.0;19153260.0;天海B
2016-10;900939;1155164313.6;2382526396.8;1.959;1.9238805970149255;10724813.0;18813856.0;汇丽B
